PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,similarity,method_type,methods_used
34580407,Identifying individuals with recent COVID-19 through voice classification using deep learning,"Suppakitjanusant P, Sungkanuparph S, Wongsinin T, Virapongsiri S, Kasemkosin N, Chailurkit L, Ongphiphadhanakul B.",Sci Rep. 2021 Sep 27;11(1):19149. doi: 10.1038/s41598-021-98742-x.,Suppakitjanusant P,Sci Rep,2021,2021/09/28,PMC8476606,,10.1038/s41598-021-98742-x,"Recently deep learning has attained a breakthrough in model accuracy for the classification of images due mainly to convolutional neural networks. In the present study, we attempted to investigate the presence of subclinical voice feature alteration in COVID-19 patients after the recent resolution of disease using deep learning. The study was a prospective study of 76 post COVID-19 patients and 40 healthy individuals. The diagnoses of post COVID-19 patients were based on more than the eighth week after onset of symptoms. Voice samples of an 'ah' sound, coughing sound and a polysyllabic sentence were collected and preprocessed to log-mel spectrogram. Transfer learning using the VGG19 pre-trained convolutional neural network was performed with all voice samples. The performance of the model using the polysyllabic sentence yielded the highest classification performance of all models. The coughing sound produced the lowest classification performance while the ability of the monosyllabic 'ah' sound to predict the recent COVID-19 fell between the other two vocalizations. The model using the polysyllabic sentence achieved 85% accuracy, 89% sensitivity, and 77% specificity. In conclusion, deep learning is able to detect the subtle change in voice features of COVID-19 patients after recent resolution of the disease.",0.13826691337740532,computer vision,Unknown
34535759,GenNet framework: interpretable deep learning for predicting phenotypes from genetic data,"van Hilten A, Kushner SA, Kayser M, Ikram MA, Adams HHH, Klaver CCW, Niessen WJ, Roshchupkin GV.",Commun Biol. 2021 Sep 17;4(1):1094. doi: 10.1038/s42003-021-02622-z.,van Hilten A,Commun Biol,2021,2021/09/18,PMC8448759,,10.1038/s42003-021-02622-z,"Applying deep learning in population genomics is challenging because of computational issues and lack of interpretable models. Here, we propose GenNet, a novel open-source deep learning framework for predicting phenotypes from genetic variants. In this framework, interpretable and memory-efficient neural network architectures are constructed by embedding biologically knowledge from public databases, resulting in neural networks that contain only biologically plausible connections. We applied the framework to seventeen phenotypes and found well-replicated genes such as HERC2 and OCA2 for hair and eye color, and novel genes such as ZNF773 and PCNT for schizophrenia. Additionally, the framework identified ubiquitin mediated proteolysis, endocrine system and viral infectious diseases as most predictive biological pathways for schizophrenia. GenNet is a freely available, end-to-end deep learning framework that allows researchers to develop and use interpretable neural networks to obtain novel insights into the genetic architecture of complex traits and diseases.",0.15895211923334085,other,Unknown
34528519,Development and validation of a predictive model for feeding intolerance in intensive care unit patients with sepsis,"Hu K, Deng XL, Han L, Xiang S, Xiong B, Pinhu L.",Saudi J Gastroenterol. 2022 Jan-Feb;28(1):32-38. doi: 10.4103/sjg.sjg_286_21.,Hu K,Saudi J Gastroenterol,2022,2021/09/16,PMC8919923,,10.4103/sjg.sjg_286_21,"BACKGROUND: Feeding intolerance in patients with sepsis is associated with a lower enteral nutrition (EN) intake and worse clinical outcomes. The aim of this study was to develop and validate a predictive model for enteral feeding intolerance in the intensive care unit patients with sepsis.
METHODS: In this dual-center, retrospective, case-control study, a total of 195 intensive care unit patients with sepsis were enrolled from June 2018 to June 2020. Data of 124 patients for 27 clinical indicators from one hospital were used to train the model, and data from 71 patients from another hospital were used to assess the external predictive performance. The predictive models included logistic regression, naive Bayesian, random forest, gradient boosting tree, and deep learning (multilayer artificial neural network) models.
RESULTS: Eighty-six (44.1%) patients were diagnosed with enteral feeding intolerance. The deep learning model achieved the best performance, with areas under the receiver operating characteristic curve of 0.82 (95% confidence interval = 0.74-0.90) and 0.79 (95% confidence interval = 0.68-0.89) in the training and external sets, respectively. The deep learning model showed good calibration; based on the decision curve analysis, the model's clinical benefit was considered useful. Lower respiratory tract infection was the most important contributing factor, followed by peptide EN and shock.
CONCLUSIONS: The new prediction model based on deep learning can effectively predict enteral feeding intolerance in intensive care unit patients with sepsis. Simple clinical information such as infection site, nutrient type, and septic shock can be useful in stratifying a septic patient's risk of EN intolerance.",0.14095462711629148,other,"random forest, logistic regression"
34516567,Application of a time-series deep learning model to predict cardiac dysrhythmias in electronic health records,"Guo A, Smith S, Khan YM, Langabeer Ii JR, Foraker RE.",PLoS One. 2021 Sep 13;16(9):e0239007. doi: 10.1371/journal.pone.0239007. eCollection 2021.,Guo A,PLoS One,2021,2021/09/13,PMC8437288,,10.1371/journal.pone.0239007,"BACKGROUND: Cardiac dysrhythmias (CD) affect millions of Americans in the United States (US), and are associated with considerable morbidity and mortality. New strategies to combat this growing problem are urgently needed.
OBJECTIVES: Predicting CD using electronic health record (EHR) data would allow for earlier diagnosis and treatment of the condition, thus improving overall cardiovascular outcomes. The Guideline Advantage (TGA) is an American Heart Association ambulatory quality clinical data registry of EHR data representing 70 clinics distributed throughout the US, and has been used to monitor outpatient prevention and disease management outcome measures across populations and for longitudinal research on the impact of preventative care.
METHODS: For this study, we represented all time-series cardiovascular health (CVH) measures and the corresponding data collection time points for each patient by numerical embedding vectors. We then employed a deep learning technique-long-short term memory (LSTM) model-to predict CD from the vector of time-series CVH measures by 5-fold cross validation and compared the performance of this model to the results of deep neural networks, logistic regression, random forest, and Naïve Bayes models.
RESULTS: We demonstrated that the LSTM model outperformed other traditional machine learning models and achieved the best prediction performance as measured by the average area under the receiver operator curve (AUROC): 0.76 for LSTM, 0.71 for deep neural networks, 0.66 for logistic regression, 0.67 for random forest, and 0.59 for Naïve Bayes. The most influential feature from the LSTM model were blood pressure.
CONCLUSIONS: These findings may be used to prevent CD in the outpatient setting by encouraging appropriate surveillance and management of CVH.",0.11469385656649445,other,"random forest, logistic regression, LSTM"
34506041,Deep learning versus ophthalmologists for screening for glaucoma on fundus examination: A systematic review and meta-analysis,"Buisson M, Navel V, Labbé A, Watson SL, Baker JS, Murtagh P, Chiambaretta F, Dutheil F.",Clin Exp Ophthalmol. 2021 Dec;49(9):1027-1038. doi: 10.1111/ceo.14000. Epub 2021 Sep 22.,Buisson M,Clin Exp Ophthalmol,2021,2021/09/10,,,10.1111/ceo.14000,"BACKGROUND: In this systematic review and meta-analysis, we aimed to compare deep learning versus ophthalmologists in glaucoma diagnosis on fundus examinations.
METHOD: PubMed, Cochrane, Embase, ClinicalTrials.gov and ScienceDirect databases were searched for studies reporting a comparison between the glaucoma diagnosis performance of deep learning and ophthalmologists on fundus examinations on the same datasets, until 10 December 2020. Studies had to report an area under the receiver operating characteristics (AUC) with SD or enough data to generate one.
RESULTS: We included six studies in our meta-analysis. There was no difference in AUC between ophthalmologists (AUC = 82.0, 95% confidence intervals [CI] 65.4-98.6) and deep learning (97.0, 89.4-104.5). There was also no difference using several pessimistic and optimistic variants of our meta-analysis: the best (82.2, 60.0-104.3) or worst (77.7, 53.1-102.3) ophthalmologists versus the best (97.1, 89.5-104.7) or worst (97.1, 88.5-105.6) deep learning of each study. We did not retrieve any factors influencing those results.
CONCLUSION: Deep learning had similar performance compared to ophthalmologists in glaucoma diagnosis from fundus examinations. Further studies should evaluate deep learning in clinical situations.",0.27226679136458576,other,Unknown
34479398,Public Health and Epidemiology Informatics: Recent Research Trends,"Diallo G, Bordea G; Section Editors for the IMIA Yearbook Section on Public Health and Epidemiology Informatics.",Yearb Med Inform. 2021 Aug;30(1):280-282. doi: 10.1055/s-0041-1726530. Epub 2021 Sep 3.,Diallo G,Yearb Med Inform,2021,2021/09/03,PMC8416213,,10.1055/s-0041-1726530,"OBJECTIVES: To introduce and analyse current trends in Public Health and Epidemiology Informatics.
METHODS: PubMed search of 2020 literature on public health and epidemiology informatics was conducted and all retrieved references were reviewed by the two section editors. Then, 15 candidate best papers were selected among the 920 references. These papers were then peer-reviewed by the two section editors, two chief editors, and external reviewers, including at least two senior faculty, to allow the Editorial Committee of the 2021 International Medical Informatics Association (IMIA) Yearbook to make an informed decision regarding the selection of the best papers.
RESULTS: Among the 920 references retrieved from PubMed, four were suggested as best papers and the first three were finally selected. The fourth paper was excluded because of reproducibility issues. The first best paper is a very public health focused paper with health informatics and biostatistics methods applied to stratify patients within a cohort in order to identify those at risk of suicide; the second paper describes the use of a randomized design to test the likely impact of fear-based messages, with and without empowering self-management elements, on patient consultations or antibiotic requests for influenza-like illnesses. The third selected paper evaluates the perception among communities of routine use of Whole Genome Sequencing and Big Data technologies to capture more detailed and specific personal information.
CONCLUSIONS: The findings from the three studies suggest that using Public Health and Epidemiology Informatics methods could leverage, when combined with Deep Learning, early interventions and appropriate treatments to mitigate suicide risk. Further, they also demonstrate that well informing and empowering patients could help them to be involved more in their care process.",0.1451621760476624,other,Unknown
34469328,Emotional Analysis of Twitter Posts During the First Phase of the COVID-19 Pandemic in Greece: Infoveillance Study,"Geronikolou S, Drosatos G, Chrousos G.",JMIR Form Res. 2021 Sep 29;5(9):e27741. doi: 10.2196/27741.,Geronikolou S,JMIR Form Res,2021,2021/09/01,PMC8483272,,10.2196/27741,"BACKGROUND: The effectiveness of public health measures depends upon a community's compliance as well as on its positive or negative emotions.
OBJECTIVE: The purpose of this study was to perform an analysis of the expressed emotions in English tweets by Greek Twitter users during the first phase of the COVID-19 pandemic in Greece.
METHODS: The period of this study was from January 25, 2020 to June 30, 2020. Data collection was performed by using appropriate search words with the filter-streaming application programming interface of Twitter. The emotional analysis of the tweets that satisfied the inclusion criteria was achieved using a deep learning approach that performs better by utilizing recurrent neural networks on sequences of characters. Emotional epidemiology tools such as the 6 basic emotions, that is, joy, sadness, disgust, fear, surprise, and anger based on the Paul Ekman classification were adopted.
RESULTS: The most frequent emotion that was detected in the tweets was ""surprise"" at the emerging contagion, while the imposed isolation resulted mostly in ""anger"" (odds ratio 2.108, 95% CI 0.986-4.506). Although the Greeks felt rather safe during the first phase of the COVID-19 pandemic, their positive and negative emotions reflected a masked ""flight or fight"" or ""fear versus anger"" response to the contagion.
CONCLUSIONS: The findings of our study show that emotional analysis emerges as a valid tool for epidemiology evaluations, design, and public health strategy and surveillance.",0.10826933658565051,other,Unknown
34464403,Predicting mortality among patients with liver cirrhosis in electronic health records with machine learning,"Guo A, Mazumder NR, Ladner DP, Foraker RE.",PLoS One. 2021 Aug 31;16(8):e0256428. doi: 10.1371/journal.pone.0256428. eCollection 2021.,Guo A,PLoS One,2021,2021/08/31,PMC8407576,,10.1371/journal.pone.0256428,"OBJECTIVE: Liver cirrhosis is a leading cause of death and effects millions of people in the United States. Early mortality prediction among patients with cirrhosis might give healthcare providers more opportunity to effectively treat the condition. We hypothesized that laboratory test results and other related diagnoses would be associated with mortality in this population. Our another assumption was that a deep learning model could outperform the current Model for End Stage Liver disease (MELD) score in predicting mortality.
MATERIALS AND METHODS: We utilized electronic health record data from 34,575 patients with a diagnosis of cirrhosis from a large medical center to study associations with mortality. Three time-windows of mortality (365 days, 180 days and 90 days) and two cases with different number of variables (all 41 available variables and 4 variables in MELD-NA) were studied. Missing values were imputed using multiple imputation for continuous variables and mode for categorical variables. Deep learning and machine learning algorithms, i.e., deep neural networks (DNN), random forest (RF) and logistic regression (LR) were employed to study the associations between baseline features such as laboratory measurements and diagnoses for each time window by 5-fold cross validation method. Metrics such as area under the receiver operating curve (AUC), overall accuracy, sensitivity, and specificity were used to evaluate models.
RESULTS: Performance of models comprising all variables outperformed those with 4 MELD-NA variables for all prediction cases and the DNN model outperformed the LR and RF models. For example, the DNN model achieved an AUC of 0.88, 0.86, and 0.85 for 90, 180, and 365-day mortality respectively as compared to the MELD score, which resulted in corresponding AUCs of 0.81, 0.79, and 0.76 for the same instances. The DNN and LR models had a significantly better f1 score compared to MELD at all time points examined.
CONCLUSION: Other variables such as alkaline phosphatase, alanine aminotransferase, and hemoglobin were also top informative features besides the 4 MELD-Na variables. Machine learning and deep learning models outperformed the current standard of risk prediction among patients with cirrhosis. Advanced informatics techniques showed promise for risk prediction in patients with cirrhosis.",0.14221974316756314,other,"random forest, logistic regression"
34461230,A Deep Learning-Enabled Electrocardiogram Model for the Identification of a Rare Inherited Arrhythmia: Brugada Syndrome,"Liu CM, Liu CL, Hu KW, Tseng VS, Chang SL, Lin YJ, Lo LW, Chung FP, Chao TF, Tuan TC, Liao JN, Lin CY, Chang TY, Shen-Jang Fann C, Higa S, Yagi N, Hu YF, Chen SA.",Can J Cardiol. 2022 Feb;38(2):152-159. doi: 10.1016/j.cjca.2021.08.014. Epub 2021 Aug 28.,Liu CM,Can J Cardiol,2022,2021/08/30,,,10.1016/j.cjca.2021.08.014,"BACKGROUND: Brugada syndrome is a major cause of sudden cardiac death in young people and has distinctive electrocardiographic (ECG) features. We aimed to develop a deep learning-enabled ECG model for automatic screening for Brugada syndrome to identify these patients at an early point in time, thus allowing for life-saving therapy.
METHODS: A total of 276 ECGs with a type 1 Brugada ECG pattern (276 type 1 Brugada ECGs and another randomly retrieved 276 non-Brugada type ECGs for 1:1 allocation) were extracted from the hospital-based ECG database for a 2-stage analysis with a deep learning model. After trained network for identifying right bundle branch block pattern, we transferred the first-stage learning to the second task to diagnose the type 1 Brugada ECG pattern. The diagnostic performance of the deep learning model was compared with that of board-certified practicing cardiologists. The model was further validated in an independent ECG data set collected from hospitals in Taiwan and Japan.
RESULTS: The diagnoses by the deep learning model (area under the receiver operating characteristic curve [AUC] 0.96, sensitivity 88.4%, specificity 89.1%) were highly consistent with the standard diagnoses (kappa coefficient 0.78). However, the diagnoses by the cardiologists were significantly different from the standard diagnoses, with only moderate consistency (kappa coefficient 0.63). In the independent ECG cohort, the deep learning model still reached a satisfactory diagnostic performance (AUC 0.89, sensitivity 86.0%, specificity 90.0%).
CONCLUSIONS: We present the first deep learning-enabled ECG model for diagnosing Brugada syndrome, which appears to be a robust screening tool with a diagnostic potential rivalling trained physicians.",0.1935127140178606,other,Unknown
34453413,The role of deep learning-based survival model in improving survival prediction of patients with glioblastoma,"Moradmand H, Aghamiri SMR, Ghaderi R, Emami H.",Cancer Med. 2021 Oct;10(20):7048-7059. doi: 10.1002/cam4.4230. Epub 2021 Aug 28.,Moradmand H,Cancer Med,2021,2021/08/28,PMC8525162,,10.1002/cam4.4230,"This retrospective study has been conducted to validate the performance of deep learning-based survival models in glioblastoma (GBM) patients alongside the Cox proportional hazards model (CoxPH) and the random survival forest (RSF). Furthermore, the effect of hyperparameters optimization methods on improving the prediction accuracy of deep learning-based survival models was investigated. Of the 305 cases, 260 GBM patients were included in our analysis based on the following criteria: demographic information (i.e., age, Karnofsky performance score, gender, and race), tumor characteristic (i.e., laterality and location), details of post-surgical treatment (i.e., time to initiate concurrent chemoradiation therapy, standard treatment, and radiotherapy techniques), and last follow-up time as well as the molecular markers (i.e., O-6-methylguanine methyltransferase and isocitrate dehydrogenase 1 status). Experimental results have demonstrated that age (Elderly > 65: hazard ratio [HR] = 1.63; 95% confidence interval [CI]: 1.213-2.18; p value = 0.001) and tumors located at multiple lobes ([HR] = 1.75; 95% [CI]: 1.177-2.61; p value = 0.006) were associated with poorer prognosis. In contrast, age (young < 40: [HR] = 0.57; 95% [CI]: 0.343-0.96; p value = 0.034) and type of radiotherapy (others include stereotactic and brachytherapy: [HR] = 0.5; 95%[CI]: 0.266-0.95; p value = 0.035) were significantly related to better prognosis. Furthermore, the proposed deep learning-based survival model (concordance index [c-index] = 0.823 configured by Bayesian hyperparameter optimization), outperformed the RSF (c-index = 0.728), and the CoxPH model (c-index = 0.713) in the training dataset. Our results show the ability of deep learning in learning a complex association of risk factors. Moreover, the remarkable performance of the deep-learning-based survival model could be promising to support decision-making systems in personalized medicine for patients with GBM.",0.2275113468565869,other,Unknown
34441052,Effect of Patient Clinical Variables in Osteoporosis Classification Using Hip X-rays in Deep Learning Analysis,"Yamamoto N, Sukegawa S, Yamashita K, Manabe M, Nakano K, Takabatake K, Kawai H, Ozaki T, Kawasaki K, Nagatsuka H, Furuki Y, Yorifuji T.",Medicina (Kaunas). 2021 Aug 20;57(8):846. doi: 10.3390/medicina57080846.,Yamamoto N,Medicina (Kaunas),2021,2021/08/27,PMC8398956,,10.3390/medicina57080846,"Background and Objectives: A few deep learning studies have reported that combining image features with patient variables enhanced identification accuracy compared with image-only models. However, previous studies have not statistically reported the additional effect of patient variables on the image-only models. This study aimed to statistically evaluate the osteoporosis identification ability of deep learning by combining hip radiographs with patient variables. Materials andMethods: We collected a dataset containing 1699 images from patients who underwent skeletal-bone-mineral density measurements and hip radiography at a general hospital from 2014 to 2021. Osteoporosis was assessed from hip radiographs using convolutional neural network (CNN) models (ResNet18, 34, 50, 101, and 152). We also investigated ensemble models with patient clinical variables added to each CNN. Accuracy, precision, recall, specificity, F1 score, and area under the curve (AUC) were calculated as performance metrics. Furthermore, we statistically compared the accuracy of the image-only model with that of an ensemble model that included images plus patient factors, including effect size for each performance metric. Results: All metrics were improved in the ResNet34 ensemble model compared with the image-only model. The AUC score in the ensemble model was significantly improved compared with the image-only model (difference 0.004; 95% CI 0.002-0.0007; p = 0.0004, effect size: 0.871). Conclusions: This study revealed the additional effect of patient variables in identification of osteoporosis using deep CNNs with hip radiographs. Our results provided evidence that the patient variables had additive synergistic effects on the image in osteoporosis identification.",0.10583782884302288,computer vision,CNN
34417465,"MethylSPWNet and MethylCapsNet: Biologically Motivated Organization of DNAm Neural Networks, Inspired by Capsule Networks","Levy JJ, Chen Y, Azizgolshani N, Petersen CL, Titus AJ, Moen EL, Vaickus LJ, Salas LA, Christensen BC.",NPJ Syst Biol Appl. 2021 Aug 20;7(1):33. doi: 10.1038/s41540-021-00193-7.,Levy JJ,NPJ Syst Biol Appl,2021,2021/08/21,PMC8379254,,10.1038/s41540-021-00193-7,"DNA methylation (DNAm) alterations have been heavily implicated in carcinogenesis and the pathophysiology of diseases through upstream regulation of gene expression. DNAm deep-learning approaches are able to capture features associated with aging, cell type, and disease progression, but lack incorporation of prior biological knowledge. Here, we present modular, user-friendly deep-learning methodology and software, MethylCapsNet and MethylSPWNet, that group CpGs into biologically relevant capsules-such as gene promoter context, CpG island relationship, or user-defined groupings-and relate them to diagnostic and prognostic outcomes. We demonstrate these models' utility on 3,897 individuals in the classification of central nervous system (CNS) tumors. MethylCapsNet and MethylSPWNet provide an opportunity to increase DNAm deep-learning analyses' interpretability by enabling a flexible organization of DNAm data into biologically relevant capsules.",0.14636602322801,other,Unknown
34412841,The Physiological Deep Learner: First application of multitask deep learning to predict hypotension in critically ill patients,"Cherifa M, Interian Y, Blet A, Resche-Rigon M, Pirracchio R.",Artif Intell Med. 2021 Aug;118:102118. doi: 10.1016/j.artmed.2021.102118. Epub 2021 May 29.,Cherifa M,Artif Intell Med,2021,2021/08/20,,,10.1016/j.artmed.2021.102118,"Critical care clinicians are trained to analyze simultaneously multiple physiological parameters to predict critical conditions such as hemodynamic instability. We developed the Multi-task Learning Physiological Deep Learner (MTL-PDL), a deep learning algorithm that predicts simultaneously the mean arterial pressure (MAP) and the heart rate (HR). In an external validation dataset, our model exhibited very good calibration: R2 of 0.747 (95% confidence interval, 0.692 to 0.794) and 0.850 (0.815 to 0.879) for respectively, MAP and HR prediction 60-minutes ahead of time. For acute hypotensive episodes defined as a MAP below 65 mmHg for 5 min, our MTL-PDL reached a predictive value of 90% for patients at very high risk (predicted MAP ≤ 60 mmHg) and 2‰ for patients at low risk (predicted MAP &gt;70 mmHg). Based on its excellent prediction performance, the Physiological Deep Learner has the potential to help the clinician proactively adjust the treatment in order to avoid hypotensive episodes and end-organ hypoperfusion.",0.12412926758615342,other,Unknown
34402800,Gender Prediction for a Multiethnic Population via Deep Learning Across Different Retinal Fundus Photograph Fields: Retrospective Cross-sectional Study,"Betzler BK, Yang HHS, Thakur S, Yu M, Quek TC, Soh ZD, Lee G, Tham YC, Wong TY, Rim TH, Cheng CY.",JMIR Med Inform. 2021 Aug 17;9(8):e25165. doi: 10.2196/25165.,Betzler BK,JMIR Med Inform,2021,2021/08/17,PMC8408758,,10.2196/25165,"BACKGROUND: Deep learning algorithms have been built for the detection of systemic and eye diseases based on fundus photographs. The retina possesses features that can be affected by gender differences, and the extent to which these features are captured via photography differs depending on the retinal image field.
OBJECTIVE: We aimed to compare deep learning algorithms' performance in predicting gender based on different fields of fundus photographs (optic disc-centered, macula-centered, and peripheral fields).
METHODS: This retrospective cross-sectional study included 172,170 fundus photographs of 9956 adults aged ≥40 years from the Singapore Epidemiology of Eye Diseases Study. Optic disc-centered, macula-centered, and peripheral field fundus images were included in this study as input data for a deep learning model for gender prediction. Performance was estimated at the individual level and image level. Receiver operating characteristic curves for binary classification were calculated.
RESULTS: The deep learning algorithms predicted gender with an area under the receiver operating characteristic curve (AUC) of 0.94 at the individual level and an AUC of 0.87 at the image level. Across the three image field types, the best performance was seen when using optic disc-centered field images (younger subgroups: AUC=0.91; older subgroups: AUC=0.86), and algorithms that used peripheral field images had the lowest performance (younger subgroups: AUC=0.85; older subgroups: AUC=0.76). Across the three ethnic subgroups, algorithm performance was lowest in the Indian subgroup (AUC=0.88) compared to that in the Malay (AUC=0.91) and Chinese (AUC=0.91) subgroups when the algorithms were tested on optic disc-centered images. Algorithms' performance in gender prediction at the image level was better in younger subgroups (aged <65 years; AUC=0.89) than in older subgroups (aged ≥65 years; AUC=0.82).
CONCLUSIONS: We confirmed that gender among the Asian population can be predicted with fundus photographs by using deep learning, and our algorithms' performance in terms of gender prediction differed according to the field of fundus photographs, age subgroups, and ethnic groups. Our work provides a further understanding of using deep learning models for the prediction of gender-related diseases. Further validation of our findings is still needed.",0.1546576598434828,computer vision,Unknown
34389782,Deep learning-based gene selection in comprehensive gene analysis in pancreatic cancer,"Mori Y, Yokota H, Hoshino I, Iwatate Y, Wakamatsu K, Uno T, Suyari H.",Sci Rep. 2021 Aug 13;11(1):16521. doi: 10.1038/s41598-021-95969-6.,Mori Y,Sci Rep,2021,2021/08/14,PMC8363643,,10.1038/s41598-021-95969-6,"The selection of genes that are important for obtaining gene expression data is challenging. Here, we developed a deep learning-based feature selection method suitable for gene selection. Our novel deep learning model includes an additional feature-selection layer. After model training, the units in this layer with high weights correspond to the genes that worked effectively in the processing of the networks. Cancer tissue samples and adjacent normal pancreatic tissue samples were collected from 13 patients with pancreatic ductal adenocarcinoma during surgery and subsequently frozen. After processing, gene expression data were extracted from the specimens using RNA sequencing. Task 1 for the model training was to discriminate between cancerous and normal pancreatic tissue in six patients. Task 2 was to discriminate between patients with pancreatic cancer (n = 13) who survived for more than one year after surgery. The most frequently selected genes were ACACB, ADAMTS6, NCAM1, and CADPS in Task 1, and CD1D, PLA2G16, DACH1, and SOWAHA in Task 2. According to The Cancer Genome Atlas dataset, these genes are all prognostic factors for pancreatic cancer. Thus, the feasibility of using our deep learning-based method for the selection of genes associated with pancreatic cancer development and prognosis was confirmed.",0.13070415747103747,other,Unknown
34386786,Propensity score synthetic augmentation matching using generative adversarial networks (PSSAM-GAN),"Ghosh S, Boucher C, Bian J, Prosperi M.",Comput Methods Programs Biomed Update. 2021;1:100020. doi: 10.1016/j.cmpbup.2021.100020. Epub 2021 Jul 16.,Ghosh S,Comput Methods Programs Biomed Update,2021,2021/08/13,PMC8357304,NIHMS1727857,10.1016/j.cmpbup.2021.100020,"Understanding causality is of crucial importance in biomedical sciences, where developing prediction models is insufficient because the models need to be actionable. However, data sources, such as electronic health records, are observational and often plagued with various types of biases, e.g. confounding. Although randomized controlled trials are the gold standard to estimate the causal effects of treatment interventions on health outcomes, they are not always possible. Propensity score matching (PSM) is a popular statistical technique for observational data that aims at balancing the characteristics of the population assigned either to a treatment or to a control group, making treatment assignment and outcome independent upon these characteristics. However, matching subjects can reduce the sample size. Inverse probability weighting (IPW) maintains the sample size, but extreme values can lead to instability. While PSM and IPW have been historically used in conjunction with linear regression, machine learning methods -including deep learning with propensity dropout- have been proposed to account for nonlinear treatment assignments. In this work, we propose a novel deep learning approach -the Propensity Score Synthetic Augmentation Matching using Generative Adversarial Networks (PSSAM-GAN)- that aims at keeping the sample size, without IPW, by generating synthetic matches. PSSAM-GAN can be used in conjunction with any other prediction method to estimate treatment effects. Experiments performed on both semi-synthetic (perinatal interventions) and real-world observational data (antibiotic treatments, and job interventions) show that the PSSAM-GAN approach effectively creates balanced datasets, relaxing the weighting/dropout needs for downstream methods, and providing competitive performance in effects estimation as compared to simple GAN and in conjunction with other deep counterfactual learning architectures, e.g. TARNet.",0.12077559402270538,other,"linear regression, GAN"
34375851,TEM virus images: Benchmark dataset and deep learning classification,"Matuszewski DJ, Sintorn IM.",Comput Methods Programs Biomed. 2021 Sep;209:106318. doi: 10.1016/j.cmpb.2021.106318. Epub 2021 Jul 29.,Matuszewski DJ,Comput Methods Programs Biomed,2021,2021/08/10,,,10.1016/j.cmpb.2021.106318,"BACKGROUND AND OBJECTIVE: To achieve the full potential of deep learning (DL) models, such as understanding the interplay between model (size), training strategy, and amount of training data, researchers and developers need access to new dedicated image datasets; i.e., annotated collections of images representing real-world problems with all their variations, complexity, limitations, and noise. Here, we present, describe and make freely available an annotated transmission electron microscopy (TEM) image dataset. It constitutes an interesting challenge for many practical applications in virology and epidemiology; e.g., virus detection, segmentation, classification, and novelty detection. We also present benchmarking results for virus detection and recognition using some of the top-performing (large and small) networks as well as a handcrafted very small network. We compare and evaluate transfer learning and training from scratch hypothesizing that with a limited dataset, transfer learning is crucial for good performance of a large network whereas our handcrafted small network performs relatively well when training from scratch. This is one step towards understanding how much training data is needed for a given task.
METHODS: The benchmark dataset contains 1245 images of 22 virus classes. We propose a representative data split into training, validation, and test sets for this dataset. Moreover, we compare different established DL networks and present a baseline DL solution for classifying a subset of the 14 most-represented virus classes in the dataset.
RESULTS: Our best model, DenseNet201 pre-trained on ImageNet and fine-tuned on the training set, achieved a 0.921 F1-score and 93.1% accuracy on the proposed representative test set.
CONCLUSIONS: Public and real biomedical datasets are an important contribution and a necessity to increase the understanding of shortcomings, requirements, and potential improvements for deep learning solutions on biomedical problems or deploying solutions in clinical settings. We compared transfer learning to learning from scratch on this dataset and hypothesize that for limited-sized datasets transfer learning is crucial for achieving good performance for large models. Last but not least, we demonstrate the importance of application knowledge in creating datasets for training DL models and analyzing their results.",0.14709535748360408,computer vision,Unknown
34373530,Validating deep learning inference during chest X-ray classification for COVID-19 screening,"Sadre R, Sundaram B, Majumdar S, Ushizima D.",Sci Rep. 2021 Aug 9;11(1):16075. doi: 10.1038/s41598-021-95561-y.,Sadre R,Sci Rep,2021,2021/08/10,PMC8352989,,10.1038/s41598-021-95561-y,"The new coronavirus unleashed a worldwide pandemic in early 2020, and a fatality rate several times that of the flu. As the number of infections soared, and capabilities for testing lagged behind, chest X-ray (CXR) imaging became more relevant in the early diagnosis and treatment planning for patients with suspected or confirmed COVID-19 infection. In a few weeks, proposed new methods for lung screening using deep learning rapidly appeared, while quality assurance discussions lagged behind. This paper proposes a set of protocols to validate deep learning algorithms, including our ROI Hide-and-Seek protocol, which emphasizes or hides key regions of interest from CXR data. Our protocol allows assessing the classification performance for anomaly detection and its correlation to radiological signatures, an important issue overlooked in several deep learning approaches proposed so far. By running a set of systematic tests over CXR representations using public image datasets, we demonstrate the weaknesses of current techniques and offer perspectives on the advantages and limitations of automated radiography analysis when using heterogeneous data sources.",0.1753351082727241,computer vision,Unknown
